,id,neighbourhood_group_cleansed,price,neighbourhood_cleansed,accommodates,availability_365,minimum_nights,revenue
3000,4114081,Eixample,200.0,la Dreta de l'Eixample,6,143,4,3700.0
3001,4116665,Eixample,137.0,la Nova Esquerra de l'Eixample,5,260,2,1198.75
3002,4117009,Eixample,110.0,Sant Antoni,4,299,3,605.0
3004,4123242,Eixample,120.0,l'Antiga Esquerra de l'Eixample,4,218,2,1470.0
3009,4134025,Ciutat Vella,46.0,el Raval,4,264,31,387.17
3013,4139628,Sant Andreu,115.0,Sant Andreu,4,118,1,2367.08
3014,4139672,Ciutat Vella,130.0,"Sant Pere, Santa Caterina i la Ribera",4,289,3,823.33
3015,4141367,Eixample,70.0,la Nova Esquerra de l'Eixample,4,263,32,595.0
3019,4147676,Sants-Montjuïc,60.0,el Poble Sec,5,304,2,305.0
3027,4166058,Sants-Montjuïc,30.0,el Poble Sec,6,125,5,600.0
3031,4201240,Gràcia,108.0,la Salut,4,302,3,567.0
3033,4206250,Ciutat Vella,99.0,el Raval,6,0,2,3011.25
3035,4207444,Ciutat Vella,99.0,el Raval,6,0,2,3011.25
3036,4207649,Ciutat Vella,99.0,el Raval,6,0,2,3011.25
3037,4207829,Ciutat Vella,99.0,el Raval,6,0,2,3011.25
3038,4208144,Ciutat Vella,99.0,el Raval,6,0,2,3011.25
3039,4208225,Ciutat Vella,99.0,el Raval,6,0,2,3011.25
3040,4208435,Sant Martí,145.0,Diagonal Mar i el Front Marítim del Poblenou,4,330,2,422.92
3041,4208455,Eixample,95.0,la Sagrada Família,5,291,3,585.83
3044,4212751,Ciutat Vella,99.0,el Raval,6,0,2,3011.25
3045,4212985,Ciutat Vella,99.0,el Raval,6,0,2,3011.25
3046,4213133,Ciutat Vella,99.0,el Raval,6,0,2,3011.25
3047,4213287,Ciutat Vella,99.0,el Raval,6,0,2,3011.25
3048,4214821,Gràcia,120.0,la Vila de Gràcia,6,342,4,230.0
3049,4216358,Sants-Montjuïc,130.0,el Poble Sec,4,305,3,650.0
3050,4223635,Sants-Montjuïc,85.0,el Poble Sec,6,122,2,1721.25
3051,4228483,Eixample,200.0,la Dreta de l'Eixample,6,241,2,2066.67
3053,4238751,Eixample,80.0,l'Antiga Esquerra de l'Eixample,6,93,3,1813.33
3054,4238825,Sant Martí,150.0,el Poblenou,5,318,4,587.5
3058,4247487,Gràcia,80.0,la Vila de Gràcia,5,112,3,1686.67
3059,4249935,Sants-Montjuïc,45.0,el Poble Sec,4,316,70,183.75
3060,4256435,Eixample,130.0,Sant Antoni,6,332,2,357.5
3064,4274290,Sant Andreu,60.0,Navas,5,159,1,1030.0
3066,4278322,Sarrià-Sant Gervasi,142.0,Sant Gervasi - Galvany,5,328,1,437.83
3067,4282501,Sants-Montjuïc,100.0,el Poble Sec,2,268,3,808.33
3071,4299561,Les Corts,45.0,la Maternitat i Sant Ramon,2,35,3,1237.5
3072,4301676,Eixample,233.0,l'Antiga Esquerra de l'Eixample,6,348,3,330.08
3073,4303312,Sant Andreu,120.0,Sant Andreu,5,167,6,1980.0
3074,4310497,Eixample,140.0,la Nova Esquerra de l'Eixample,6,351,3,163.33
3076,4317065,Eixample,169.0,el Fort Pienc,6,147,2,3070.17
3081,4339658,Sants-Montjuïc,160.0,el Poble Sec,4,107,3,3440.0
3082,4344155,Eixample,168.0,la Dreta de l'Eixample,2,313,2,728.0
3084,4344324,Eixample,268.0,la Dreta de l'Eixample,4,337,2,625.33
3085,4344370,Eixample,185.0,la Dreta de l'Eixample,2,284,2,1248.75
3089,4349376,Eixample,395.0,la Dreta de l'Eixample,4,327,2,1250.83
3090,4349572,Eixample,268.0,la Dreta de l'Eixample,4,323,2,938.0
3091,4354142,Eixample,60.0,la Dreta de l'Eixample,4,283,32,410.0
3095,4364153,Eixample,129.0,Sant Antoni,2,358,2,75.25
3097,4376638,Sants-Montjuïc,85.0,Hostafrancs,6,46,3,2259.58
3098,4377798,Eixample,69.0,el Fort Pienc,4,288,2,442.75
3101,4380982,Eixample,199.0,el Fort Pienc,6,317,2,796.0
3104,4382379,Eixample,115.0,Sant Antoni,5,251,3,1092.5
3105,4383062,Eixample,115.0,la Sagrada Família,2,3,2,3469.17
3106,4383632,Eixample,100.0,la Sagrada Família,4,208,5,1308.33
3108,4389834,Sant Martí,240.0,Diagonal Mar i el Front Marítim del Poblenou,6,174,3,3820.0
3109,4392320,Sarrià-Sant Gervasi,79.0,les Tres Torres,3,243,1,803.17
3115,4400390,Sants-Montjuïc,55.0,Sants - Badal,2,287,2,357.5
3116,4400736,Gràcia,190.0,la Vila de Gràcia,6,101,1,4180.0
3118,4409059,Eixample,260.0,la Dreta de l'Eixample,5,201,1,3553.33
3119,4413727,Sants-Montjuïc,95.0,el Poble Sec,4,272,3,736.25
3121,4415694,Sants-Montjuïc,95.0,el Poble Sec,5,311,3,427.5
3125,4419001,Sants-Montjuïc,125.0,el Poble Sec,4,252,3,1177.08
3126,4419860,Eixample,250.0,la Dreta de l'Eixample,4,310,2,1145.83
3127,4422386,Sant Martí,160.0,el Poblenou,4,252,1,1506.67
3130,4434046,Eixample,143.0,l'Antiga Esquerra de l'Eixample,5,31,1,3980.17
3131,4435013,Eixample,95.0,l'Antiga Esquerra de l'Eixample,6,304,2,482.92
3141,4491495,Eixample,40.0,la Dreta de l'Eixample,4,343,3,73.33
3146,4508556,Eixample,180.0,el Fort Pienc,5,312,2,795.0
3149,4510063,Eixample,65.0,la Sagrada Família,5,248,3,633.75
3155,4528187,Eixample,103.0,l'Antiga Esquerra de l'Eixample,6,300,2,557.92
3156,4528856,Sant Martí,65.0,el Parc i la Llacuna del Poblenou,4,300,3,352.08
3162,4539828,Eixample,160.0,la Dreta de l'Eixample,5,285,2,1066.67
3164,4543132,Eixample,110.0,la Dreta de l'Eixample,6,278,3,797.5
3165,4543168,Sant Martí,150.0,la Vila Olímpica del Poblenou,5,294,2,887.5
3171,4551448,Gràcia,169.0,la Vila de Gràcia,4,122,3,3422.25
3174,4561744,Eixample,248.0,la Dreta de l'Eixample,6,341,3,496.0
3175,4564351,Sants-Montjuïc,80.0,el Poble Sec,3,166,1,1326.67
3178,4572269,Sant Martí,58.0,el Parc i la Llacuna del Poblenou,4,319,1,222.33
3185,4595266,Eixample,90.0,el Fort Pienc,5,322,7,322.5
3186,4598619,Eixample,84.0,la Sagrada Família,4,288,4,539.0
3190,4601871,Sant Martí,100.0,el Clot,3,320,2,375.0
3196,4614723,Sants-Montjuïc,62.0,el Poble Sec,4,225,2,723.33
3197,4615119,Eixample,100.0,Sant Antoni,2,11,6,2950.0
3198,4618852,Gràcia,109.0,la Vila de Gràcia,4,311,3,490.5
3200,4626342,Eixample,80.0,la Sagrada Família,5,72,2,1953.33
3201,4627001,Sants-Montjuïc,45.0,el Poble Sec,4,68,2,1113.75
3202,4627247,Sants-Montjuïc,45.0,el Poble Sec,4,97,2,1005.0
3206,4629188,Ciutat Vella,65.0,el Barri Gòtic,5,165,1,1083.33
3208,4656952,Sants-Montjuïc,250.0,el Poble Sec,6,313,2,1083.33
3209,4657312,Sant Martí,150.0,el Parc i la Llacuna del Poblenou,4,301,3,800.0
3215,4668430,Gràcia,95.0,la Vila de Gràcia,4,276,32,704.58
3220,4683548,Les Corts,100.0,la Maternitat i Sant Ramon,4,281,4,700.0
3221,4685002,Les Corts,45.0,la Maternitat i Sant Ramon,4,0,32,1368.75
3229,4693164,Ciutat Vella,103.0,el Barri Gòtic,2,344,3,180.25
3230,4696954,Ciutat Vella,60.0,el Raval,2,348,3,85.0
3231,4697931,Sants-Montjuïc,99.0,el Poble Sec,4,304,2,503.25
3234,4700300,Eixample,149.0,la Nova Esquerra de l'Eixample,6,104,3,3240.75
3238,4712168,Sant Martí,125.0,el Poblenou,4,311,3,562.5
3246,4725257,Ciutat Vella,128.0,el Raval,2,315,3,533.33
3252,4740403,Eixample,135.0,l'Antiga Esquerra de l'Eixample,2,20,3,3881.25
3255,4748271,Sarrià-Sant Gervasi,69.0,el Putxet i el Farró,3,55,3,1782.5
3281,4831788,Eixample,85.0,la Sagrada Família,6,74,3,2061.25
3283,4834811,Eixample,90.0,Sant Antoni,5,116,3,1867.5
3286,4843582,Eixample,195.0,la Dreta de l'Eixample,4,226,3,2258.75
3291,4862275,Sants-Montjuïc,83.0,el Poble Sec,4,316,4,338.92
3294,4877233,Eixample,78.0,Sant Antoni,4,311,3,351.0
3301,4904743,Les Corts,70.0,la Maternitat i Sant Ramon,5,265,2,583.33
3303,4907750,Sant Martí,80.0,Provençals del Poblenou,4,337,7,186.67
3306,4911075,Eixample,142.0,la Dreta de l'Eixample,3,323,3,497.0
3308,4914558,Gràcia,74.0,la Vila de Gràcia,2,287,2,481.0
3312,4922877,Eixample,79.0,la Nova Esquerra de l'Eixample,4,220,4,954.58
3334,4970715,Eixample,95.0,la Nova Esquerra de l'Eixample,5,156,1,1654.58
3345,5008477,Eixample,98.0,la Dreta de l'Eixample,3,203,4,1323.0
3346,5008858,Sants-Montjuïc,69.0,el Poble Sec,3,288,1,442.75
3348,5012234,Sant Martí,88.0,Provençals del Poblenou,2,323,3,308.0
3349,5013265,Sarrià-Sant Gervasi,80.0,Sant Gervasi - la Bonanova,5,94,3,1806.67
3351,5015728,Gràcia,150.0,la Vila de Gràcia,3,248,2,1462.5
3354,5028394,Ciutat Vella,225.0,el Barri Gòtic,5,87,2,5212.5
3355,5030211,Horta-Guinardó,180.0,el Baix Guinardó,5,348,2,255.0
3359,5049684,Gràcia,79.0,la Vila de Gràcia,6,293,2,474.0
3364,5063766,Sants-Montjuïc,96.0,el Poble Sec,6,115,3,2000.0
3365,5064035,Gràcia,145.0,la Vila de Gràcia,6,340,3,302.08
3373,5071846,Sants-Montjuïc,102.0,Hostafrancs,4,85,7,2380.0
3374,5072622,Eixample,100.0,Sant Antoni,4,222,3,1191.67
3381,5093591,Eixample,95.0,la Sagrada Família,5,235,3,1029.17
3383,5097014,Eixample,174.0,la Sagrada Família,4,321,2,638.0
3385,5101904,Eixample,190.0,la Sagrada Família,4,308,2,902.5
3391,5121635,Eixample,40.0,la Dreta de l'Eixample,4,335,3,100.0
3393,5124937,Eixample,100.0,la Sagrada Família,5,222,3,1191.67
3394,5128707,Eixample,125.0,l'Antiga Esquerra de l'Eixample,4,162,2,2114.58
3395,5129732,Eixample,135.0,la Dreta de l'Eixample,6,36,3,3701.25
3397,5130426,Gràcia,200.0,la Vila de Gràcia,5,341,1,400.0
3401,5143895,Gràcia,75.0,la Vila de Gràcia,4,215,1,937.5
3403,5150722,Gràcia,89.0,el Camp d'en Grassot i Gràcia Nova,5,110,2,1891.25
3410,5176876,Gràcia,79.0,la Vila de Gràcia,3,326,2,256.75
3412,5178129,Gràcia,120.0,la Vila de Gràcia,4,311,2,540.0
3414,5179342,Gràcia,69.0,la Vila de Gràcia,4,98,3,1535.25
3416,5180662,Sarrià-Sant Gervasi,125.0,Sant Gervasi - Galvany,2,1,3,3791.67
3422,5186775,Sant Martí,165.0,el Parc i la Llacuna del Poblenou,5,95,3,3712.5
3424,5188366,Sants-Montjuïc,85.0,el Poble Sec,3,299,2,467.5
3425,5188457,Eixample,90.0,la Sagrada Família,6,108,2,1927.5
3426,5189747,Eixample,159.0,la Nova Esquerra de l'Eixample,6,119,4,3259.5
3428,5191939,Sants-Montjuïc,115.0,Sants,4,121,1,2338.33
3430,5197640,Eixample,95.0,l'Antiga Esquerra de l'Eixample,2,60,1,2414.58
3432,5198974,Eixample,98.0,Sant Antoni,6,101,7,2156.0
3436,5209513,Gràcia,80.0,la Vila de Gràcia,2,314,31,340.0
3437,5214859,Eixample,129.0,la Dreta de l'Eixample,2,268,3,1042.75
3441,5228021,Eixample,120.0,l'Antiga Esquerra de l'Eixample,3,308,2,570.0
3445,5236188,Ciutat Vella,121.0,"Sant Pere, Santa Caterina i la Ribera",4,329,1,363.0
3451,5246095,Eixample,195.0,la Sagrada Família,4,325,1,650.0
3453,5247290,Ciutat Vella,195.0,el Raval,4,311,1,877.5
3454,5247516,Eixample,200.0,Sant Antoni,4,330,1,583.33
3455,5247783,Sants-Montjuïc,153.0,el Poble Sec,2,293,1,918.0
3456,5248325,Eixample,165.0,la Dreta de l'Eixample,4,90,5,3781.25
3457,5248481,Sant Martí,217.0,el Poblenou,6,331,1,614.83
3459,5248745,Sant Martí,155.0,el Poblenou,4,262,1,1330.42
3460,5249693,Eixample,75.0,Sant Antoni,4,335,2,187.5
3462,5256656,Sants-Montjuïc,165.0,Hostafrancs,6,345,1,275.0
3467,5267210,Eixample,124.0,el Fort Pienc,6,9,3,3678.67
3468,5268514,Sants-Montjuïc,69.0,Sants,5,62,2,1742.25
3469,5269330,Sant Martí,100.0,Diagonal Mar i el Front Marítim del Poblenou,3,348,1,141.67
3470,5273674,Eixample,160.0,la Dreta de l'Eixample,2,6,4,4786.67
3471,5275404,Sant Martí,235.0,el Poblenou,4,266,1,1938.75
3472,5275701,Eixample,200.0,la Nova Esquerra de l'Eixample,4,292,1,1216.67
3473,5275829,Eixample,143.0,la Nova Esquerra de l'Eixample,4,272,1,1108.25
3475,5276663,Sants-Montjuïc,143.0,el Poble Sec,4,282,1,989.08
3481,5293741,Gràcia,100.0,el Camp d'en Grassot i Gràcia Nova,5,268,3,808.33
3486,5304931,Gràcia,89.0,la Vila de Gràcia,4,288,3,571.08
3488,5311505,Gràcia,79.0,el Camp d'en Grassot i Gràcia Nova,3,284,3,533.25
3489,5312035,Gràcia,84.0,la Vila de Gràcia,3,277,3,616.0
3491,5312339,Gràcia,109.0,la Vila de Gràcia,4,275,3,817.5
3492,5313220,Gràcia,89.0,la Vila de Gràcia,4,323,3,311.5
3493,5313939,Eixample,120.0,la Dreta de l'Eixample,6,110,3,2550.0
3494,5315615,Eixample,76.0,la Dreta de l'Eixample,4,337,28,177.33
3495,5315935,Eixample,220.0,la Dreta de l'Eixample,4,349,2,293.33
3498,5322583,Sant Martí,85.0,la Vila Olímpica del Poblenou,4,264,3,715.42
3502,5328599,Sant Martí,102.0,el Parc i la Llacuna del Poblenou,4,20,2,2932.5
3503,5332741,Eixample,85.0,la Sagrada Família,4,288,3,545.42
3504,5332967,Eixample,100.0,la Sagrada Família,6,311,3,450.0
3506,5337674,Eixample,99.0,la Dreta de l'Eixample,5,344,3,173.25
3507,5342961,Gràcia,105.0,la Vila de Gràcia,4,300,3,568.75
3512,5352747,Eixample,40.0,la Dreta de l'Eixample,4,354,3,36.67
3513,5353169,Eixample,39.0,Sant Antoni,4,163,3,656.5
3515,5356477,Gràcia,145.0,la Vila de Gràcia,5,312,2,640.42
3516,5357532,Eixample,110.0,la Dreta de l'Eixample,4,110,3,2337.5
3517,5357577,Eixample,110.0,la Dreta de l'Eixample,4,75,3,2658.33
3522,5370582,Gràcia,70.0,la Vila de Gràcia,5,126,3,1394.17
3526,5384025,Eixample,145.0,l'Antiga Esquerra de l'Eixample,2,274,3,1099.58
3528,5392353,Eixample,110.0,la Dreta de l'Eixample,4,251,4,1045.0
3530,5394263,Eixample,95.0,el Fort Pienc,2,74,3,2303.75
3531,5398030,Eixample,229.0,la Dreta de l'Eixample,6,339,2,496.17
3532,5398314,Eixample,149.0,la Dreta de l'Eixample,4,311,1,670.5
3535,5400372,Eixample,200.0,la Dreta de l'Eixample,4,324,2,683.33
3539,5408650,Sant Martí,50.0,el Poblenou,2,14,3,1462.5
3542,5411539,Sarrià-Sant Gervasi,65.0,Sant Gervasi - Galvany,2,322,2,232.92
3544,5413553,Eixample,140.0,la Dreta de l'Eixample,5,268,5,1131.67
3551,5421053,Sants-Montjuïc,100.0,Sants,2,103,1,2183.33
3554,5430917,Sants-Montjuïc,25.0,el Poble Sec,4,328,20,77.08
3561,5453956,Eixample,105.0,la Sagrada Família,4,223,3,1242.5
3562,5453992,Sants-Montjuïc,88.0,el Poble Sec,4,280,3,623.33
3565,5460272,Eixample,211.0,Sant Antoni,4,357,2,140.67
3568,5464229,Gràcia,80.0,la Vila de Gràcia,3,224,4,940.0
3571,5468510,Eixample,55.0,la Sagrada Família,6,323,32,192.5
3572,5475163,Sant Martí,300.0,la Vila Olímpica del Poblenou,6,322,4,1075.0
3577,5483016,Eixample,119.0,Sant Antoni,4,328,2,366.92
3582,5495932,Eixample,78.0,el Fort Pienc,3,329,3,234.0
3591,5516844,Eixample,125.0,la Dreta de l'Eixample,6,249,3,1208.33
3592,5519285,Gràcia,65.0,la Vila de Gràcia,5,159,31,1115.83
3596,5527475,Gràcia,116.0,la Vila de Gràcia,6,115,3,2416.67
3613,5595771,Eixample,118.0,el Fort Pienc,4,103,2,2576.33
3614,5596629,Eixample,70.0,la Sagrada Família,6,305,2,350.0
3617,5608098,Eixample,140.0,la Sagrada Família,6,321,3,513.33
3628,5639891,Eixample,89.0,la Sagrada Família,5,122,3,1802.25
3629,5645931,Eixample,110.0,la Dreta de l'Eixample,4,98,3,2447.5
3630,5645973,Eixample,145.0,el Fort Pienc,4,278,3,1051.25
3631,5646664,Eixample,167.0,l'Antiga Esquerra de l'Eixample,4,184,3,2518.92
3634,5651004,Ciutat Vella,275.0,"Sant Pere, Santa Caterina i la Ribera",5,309,2,1283.33
3641,5671013,Sants-Montjuïc,86.0,Sants,4,259,2,759.67
3643,5677558,Sant Andreu,59.0,Sant Andreu,2,68,5,1460.25
3644,5683218,Sant Martí,95.0,Diagonal Mar i el Front Marítim del Poblenou,3,129,6,1868.33
3645,5688077,Eixample,266.0,la Dreta de l'Eixample,4,286,1,1751.17
3648,5689099,Les Corts,120.0,les Corts,4,27,2,3380.0
3654,5699546,Sant Martí,350.0,el Poblenou,6,333,4,933.33
3657,5700408,Sant Martí,77.0,el Poblenou,4,346,3,121.92
3663,5715021,Sants-Montjuïc,59.0,Hostafrancs,6,292,2,358.92
3667,5724813,Sants-Montjuïc,135.0,el Poble Sec,5,327,3,427.5
3668,5726048,Gràcia,80.0,la Vila de Gràcia,4,313,3,346.67
3677,5761693,Eixample,140.0,la Sagrada Família,4,221,1,1680.0
3683,5768586,Sant Martí,500.0,la Vila Olímpica del Poblenou,6,334,4,1291.67
3684,5769043,Sant Martí,179.0,el Parc i la Llacuna del Poblenou,4,335,4,447.5
3686,5772154,Eixample,190.0,l'Antiga Esquerra de l'Eixample,6,358,2,110.83
3687,5780066,Sants-Montjuïc,189.0,Sants,6,345,1,315.0
3693,5791017,Sants-Montjuïc,65.0,el Poble Sec,3,302,4,341.25
3694,5791212,Ciutat Vella,60.0,el Raval,3,290,3,375.0
3696,5791726,Sants-Montjuïc,69.0,el Poble Sec,2,253,4,644.0
3698,5792576,Sants-Montjuïc,69.0,el Poble Sec,3,248,4,672.75
3700,5792851,Sants-Montjuïc,80.0,el Poble Sec,4,237,4,853.33
3708,5818871,Eixample,250.0,la Dreta de l'Eixample,6,342,3,479.17
3709,5823368,Ciutat Vella,140.0,el Barri Gòtic,4,267,2,1143.33
3713,5837152,Sants-Montjuïc,95.0,el Poble Sec,5,288,3,609.58
3714,5841709,Gràcia,250.0,el Camp d'en Grassot i Gràcia Nova,5,52,3,6520.83
3715,5842362,Sants-Montjuïc,100.0,Sants,4,248,3,975.0
3727,5856211,Eixample,130.0,la Dreta de l'Eixample,6,248,1,1267.5
3728,5858602,Eixample,40.0,la Dreta de l'Eixample,2,352,3,43.33
3730,5859204,Eixample,120.0,la Dreta de l'Eixample,2,27,2,3380.0
3731,5867314,Eixample,172.0,la Sagrada Família,6,11,3,5074.0
3738,5907982,Eixample,135.0,Sant Antoni,6,306,2,663.75
3739,5908217,Sant Martí,26.0,el Besòs i el Maresme,4,146,32,474.5
3754,5937896,Eixample,110.0,la Sagrada Família,6,297,3,623.33
3757,5944753,Eixample,150.0,l'Antiga Esquerra de l'Eixample,4,306,3,737.5
3760,5961899,Eixample,80.0,la Nova Esquerra de l'Eixample,6,110,6,1700.0
3761,5975898,Ciutat Vella,70.0,"Sant Pere, Santa Caterina i la Ribera",2,232,31,775.83
3764,5986105,Ciutat Vella,300.0,el Raval,6,109,3,6400.0
3768,5996208,Sant Martí,31.0,el Besòs i el Maresme,4,286,32,204.08
3770,5997351,Sant Martí,119.0,Diagonal Mar i el Front Marítim del Poblenou,5,58,2,3044.42
3778,6023676,Sarrià-Sant Gervasi,47.0,el Putxet i el Farró,2,345,2,78.33
3784,6034571,Sant Martí,1000.0,el Poblenou,2,360,3,416.67
3785,6035889,Sant Martí,1000.0,el Poblenou,6,363,3,166.67
3787,6036838,Horta-Guinardó,75.0,el Baix Guinardó,6,168,1,1231.25
3790,6049369,Eixample,110.0,Sant Antoni,5,119,3,2255.0
3792,6055473,Eixample,90.0,l'Antiga Esquerra de l'Eixample,3,114,2,1882.5
3797,6082313,Sants-Montjuïc,109.0,el Poble Sec,4,331,2,308.83
3801,6088098,Sarrià-Sant Gervasi,150.0,Sant Gervasi - Galvany,2,333,3,400.0
3803,6096237,Eixample,70.0,l'Antiga Esquerra de l'Eixample,4,342,32,134.17
3804,6096609,Sarrià-Sant Gervasi,55.0,Sant Gervasi - Galvany,2,197,32,770.0
3808,6111502,Gràcia,140.0,la Vila de Gràcia,4,28,1,3931.67
3810,6118153,Horta-Guinardó,72.0,el Baix Guinardó,4,106,2,1554.0
3811,6123780,Eixample,187.0,l'Antiga Esquerra de l'Eixample,6,347,2,280.5
3812,6124474,Eixample,165.0,la Dreta de l'Eixample,4,92,3,3753.75
3829,6152624,Gràcia,85.0,el Camp d'en Grassot i Gràcia Nova,2,298,2,474.58
3838,6176958,Eixample,180.0,la Dreta de l'Eixample,4,105,2,3900.0
3839,6178385,Gràcia,55.0,Vallcarca i els Penitents,5,39,32,1494.17
3858,6235783,Ciutat Vella,91.0,"Sant Pere, Santa Caterina i la Ribera",4,275,3,682.5
3865,6266558,Horta-Guinardó,100.0,Can Baró,2,328,4,308.33
3881,6295350,Eixample,95.0,la Sagrada Família,4,166,3,1575.42
3886,6311672,Sant Andreu,125.0,la Sagrera,6,44,1,3343.75
3894,6330292,Eixample,40.0,la Dreta de l'Eixample,4,340,3,83.33
3896,6333329,Les Corts,58.0,les Corts,2,106,3,1251.83
3900,6344056,Ciutat Vella,39.0,el Raval,3,307,3,188.5
3908,6368723,Eixample,240.0,l'Antiga Esquerra de l'Eixample,6,5,3,7200.0
3911,6381542,Gràcia,50.0,la Vila de Gràcia,4,320,2,187.5
3914,6384780,Gràcia,83.0,la Vila de Gràcia,3,119,3,1701.5
3916,6386338,Gràcia,153.0,la Vila de Gràcia,3,314,1,650.25
3921,6397374,Sants-Montjuïc,150.0,el Poble Sec,4,17,3,4350.0
3922,6397672,Sants-Montjuïc,125.0,el Poble Sec,6,60,2,3177.08
3924,6398758,Sants-Montjuïc,94.0,el Poble Sec,5,301,3,501.33
3927,6401581,Horta-Guinardó,78.0,el Guinardó,2,60,5,1982.5
3930,6409864,Eixample,120.0,l'Antiga Esquerra de l'Eixample,2,6,3,3590.0
3932,6412154,Horta-Guinardó,50.0,Sant Genís dels Agudells,2,197,2,700.0
3943,6432132,Eixample,149.0,la Sagrada Família,5,226,3,1725.92
3950,6441571,Eixample,125.0,la Nova Esquerra de l'Eixample,5,337,1,291.67
3951,6442069,Sant Martí,500.0,la Vila Olímpica del Poblenou,6,319,4,1916.67
3952,6442522,Sant Martí,500.0,la Vila Olímpica del Poblenou,6,325,4,1666.67
3960,6459592,Ciutat Vella,44.0,el Barri Gòtic,4,101,31,968.0
3961,6461376,Eixample,185.0,la Sagrada Família,4,281,1,1295.0
3971,6483621,Gràcia,100.0,la Vila de Gràcia,6,79,2,2383.33
3972,6484003,Eixample,95.0,la Dreta de l'Eixample,4,156,3,1654.58
3973,6484686,Eixample,174.0,la Sagrada Família,4,51,3,4553.0
3974,6487044,Gràcia,37.0,Vallcarca i els Penitents,5,0,1,1125.42
3979,6496950,Eixample,150.0,la Sagrada Família,4,342,1,287.5
3982,6504617,Ciutat Vella,134.0,"Sant Pere, Santa Caterina i la Ribera",3,38,7,3651.5
3983,6507867,Eixample,99.0,la Sagrada Família,4,350,2,123.75
3985,6514745,Eixample,200.0,la Dreta de l'Eixample,6,316,2,816.67
3988,6521856,Eixample,143.0,la Sagrada Família,4,255,1,1310.83
3991,6525820,Sants-Montjuïc,300.0,el Poble Sec,4,86,1,6975.0
4001,6542744,Eixample,120.0,l'Antiga Esquerra de l'Eixample,6,187,2,1780.0
4005,6549890,Nou Barris,52.0,la Guineueta,4,121,3,1057.33
4009,6556771,Sants-Montjuïc,80.0,Sants - Badal,4,117,4,1653.33
4015,6564359,Eixample,98.0,la Sagrada Família,2,228,2,1118.83
4020,6573378,Eixample,120.0,Sant Antoni,4,344,4,210.0
4035,6617330,Eixample,150.0,la Sagrada Família,4,333,1,400.0
4049,6659629,Sant Martí,200.0,la Vila Olímpica del Poblenou,6,87,3,4633.33
4060,6673857,Sants-Montjuïc,140.0,el Poble Sec,5,259,4,1236.67
4069,6683984,Eixample,150.0,la Sagrada Família,4,6,3,4487.5
4076,6697001,Sant Martí,105.0,el Poblenou,4,197,4,1470.0
4080,6699732,Sants-Montjuïc,98.0,el Poble Sec,4,314,2,416.5
4084,6707378,Sant Martí,70.0,el Poblenou,6,163,3,1178.33
4086,6709228,Eixample,100.0,la Nova Esquerra de l'Eixample,4,296,3,575.0
4092,6722364,Sarrià-Sant Gervasi,70.0,el Putxet i el Farró,5,101,2,1540.0
4095,6722957,Eixample,130.0,la Dreta de l'Eixample,5,84,2,3044.17
4096,6723293,Sant Martí,80.0,el Poblenou,4,113,2,1680.0
4097,6723465,Gràcia,90.0,la Vila de Gràcia,5,108,2,1927.5
4098,6723758,Gràcia,69.0,la Vila de Gràcia,2,61,2,1748.0
4099,6723889,Sant Martí,70.0,la Vila Olímpica del Poblenou,4,112,2,1475.83
4100,6724183,Sarrià-Sant Gervasi,65.0,Sant Gervasi - Galvany,4,108,2,1392.08
4101,6724297,Gràcia,80.0,el Camp d'en Grassot i Gràcia Nova,6,122,2,1620.0
4103,6724628,Gràcia,80.0,la Vila de Gràcia,6,109,2,1706.67
4110,6733340,Eixample,90.0,la Nova Esquerra de l'Eixample,4,127,2,1785.0
4111,6735493,Gràcia,65.0,el Camp d'en Grassot i Gràcia Nova,4,329,3,195.0
4114,6736987,Sants-Montjuïc,80.0,Sants,4,65,2,2000.0
4123,6752242,Sant Martí,149.0,el Besòs i el Maresme,6,321,2,546.33
4129,6759463,Ciutat Vella,95.0,la Barceloneta,4,0,3,2889.58
4130,6759514,Eixample,135.0,la Sagrada Família,4,8,3,4016.25
4132,6760482,Sarrià-Sant Gervasi,120.0,Sant Gervasi - Galvany,5,324,3,410.0
4139,6774451,Eixample,51.0,la Nova Esquerra de l'Eixample,4,59,31,1300.5
4141,6776807,Eixample,159.0,Sant Antoni,6,172,4,2557.25
4148,6787584,Sants-Montjuïc,145.0,Hostafrancs,5,264,3,1220.42
4154,6804031,Eixample,175.0,l'Antiga Esquerra de l'Eixample,6,111,2,3704.17
4156,6806270,Sants-Montjuïc,125.0,el Poble Sec,4,278,2,906.25
4160,6808901,Eixample,170.0,l'Antiga Esquerra de l'Eixample,6,277,3,1246.67
4165,6814503,Sarrià-Sant Gervasi,120.0,Sarrià,4,95,3,2700.0
4166,6815737,Ciutat Vella,110.0,el Barri Gòtic,4,299,2,605.0
4170,6819336,Eixample,99.0,la Dreta de l'Eixample,5,130,4,1938.75
4171,6819817,Gràcia,80.0,Vallcarca i els Penitents,6,322,1,286.67
4172,6820145,Ciutat Vella,110.0,el Barri Gòtic,2,304,2,559.17
4197,6855516,Sants-Montjuïc,84.0,el Poble Sec,4,245,4,840.0
4198,6856056,Horta-Guinardó,120.0,el Baix Guinardó,4,292,5,730.0
